npsn,nama_sekolah,alamat,kecamatan,jumlah_siswa,jumlah_guru,kepala_sekolah,telepon,kondisi_lingkungan,akreditasi
2.0108696E7,SDN Ciracas 01 Pg.,Jl. Raya Bogor Km. 25,Ciracas,375.0,15.0,"Dra. Isrowiyah, M.Pd",(021) 8716644,Padat/Kumuh,A
2.010436E7,SDN Ciracas 02 Pt.,Jl. Raya Bogor Km. 25,Ciracas,243.0,12.0,"Mochamad Zaenudin, M.Pd",(021) 8713034,Padat/Kumuh,A
2.0109242E7,SDN Ciracas 03 Pg.,Jl. Centex RT003/RW03,Ciracas,418.0,15.0,"Tuti Agiawati, S.Pd.MM",(021) 8718745,Baik,A
2.0104358E7,SDN Ciracas 04 Pg.,Jl. Raya Centex No. 1,Ciracas,413.0,21.0,"Wiyanto, S.Pd",(021) 87707809,Baik,A
2.0104357E7,SDN Ciracas 05 Pg.,Jl. H. Hanafi No. 35,Ciracas,354.0,14.0,,(021) 87783856,Baik,A
2.0104356E7,SDN Ciracas 06 Pg.,Jl. H. Hanafi No. 36,Ciracas,421.0,18.0,"LALMASNI, S.Pd",(021) 87794136,Baik,A
2.0104355E7,SDN Ciracas 07 Pg.,Jl. Raya Centex Gg. Kramat,Ciracas,537.0,19.0,"Hj. Elizar, S.Pd.",(021) 8702250,Padat/Kumuh,A
2.0104354E7,SDN Ciracas 08 Pg.,Jl. Centex Gg. Kramat,Ciracas,309.0,10.0,"Hj. Rodiah, S. Pd",(021) 87780501,Baik,A
2.2010435E7,SDN Ciracas 09 Pg.,Jl. Centex RT010/RW03,Ciracas,363.0,17.0,"MARYANA, S.Pd",(021) 87781444,Baik,B
2.0104352E7,SDN Ciracas 10 Pg.,Jl. Raya Ciracas,Ciracas,371.0,14.0,"NANIK LESTARI, S.Pd",(021) 87707514,Padat/Kumuh,A
2.0104351E7,SDN Ciracas 11 Pg.,Jl. Pengantin Ali No. 40,Ciracas,501.0,20.0,"Drs.H.A.Rasyid AK, M.MPd",(021) 8729081,Baik,A
2.0104329E7,SDN Ciracas 12 Pt.,Jl. Raya Ciracas,Ciracas,388.0,17.0,"H. CECEP SUPARMAN, S.Pd",(021) 87700953,Padat/Kumuh,A
2.0104253E7,SDN Ciracas 13 Pg.,Jl. Poncol Gg. Asem No. 3,Ciracas,443.0,18.0,"ENDAH TRIWAHYULINA, M. M",(021) 8704031,Baik,A
2.0104175E7,SDN Ciracas 14 Pg.,Jl. Poncol Gg. Asem,Ciracas,447.0,15.0,"Rena Sitorus, S.Pd",(021) 8729357,Baik,A
2.0104155E7,SDN Ciracas 15 Pg.,Jl. Pengantin Ali No. 40,Ciracas,511.0,20.0,"Lermina Purba, S.Pd",(021) 87708831,Baik,A
2.0104154E7,SDN Ciracas 16 Pt.,Jl. Raya Poncol Gg. Asem,Ciracas,340.0,15.0,Drs. Ramlan Pakpahan,(021) 87703439,Baik,A
2.0104153E7,SDN Ciracas 17 Pt.,Jl. Poncol Gg. Asem No. 3,Ciracas,336.0,14.0,"Suparmin, S.Pd",(021) 87704162,Baik,A
2.0104151E7,SDN Dukuh 01 Pg.,Jl. Raya Pondok Gede,Kramat Jati,255.0,12.0,"Drs. EDY PURWANTO, MM.",(021) 8006040,Baik,A
2.0109267E7,SDN Dukuh 02 Pt.,Jl. Raya Pondok Gede,Kramat Jati,195.0,10.0,"H. SOYO HARYYANTO, S.Pd",,Baik,B
2.0104149E7,SDN Dukuh 03 Pg.,Jl. Raya Pondok Gede RT001/RW01,Kramat Jati,409.0,18.0,"Hj. LILIS JUWARIAH, S.Pd",(021) 8005837,Baik,B
2.0104148E7,SDN Dukuh 04 Pg.,Jl. Dukuh V,Kramat Jati,414.0,14.0,"Suwanti, S. Pd",(021) 87791137,Baik,A
2.0104147E7,SDN Dukuh 05 Pg.,Jl. Dukuh V RT008/RW04,Kramat Jati,416.0,16.0,"Hj. Sutinah, M.Pd",(021) 8402423,Baik,A
2.0104145E7,SDN Dukuh 07 Pt.,Jl. Dukuh V,Kramat Jati,384.0,14.0,"SUWANTI, S.Pd",(021) 87797983,Padat/Kumuh,B
2.0104144E7,SDN Dukuh 08 Pg.,Jl. Penggilingan Baru I,Kramat Jati,305.0,13.0,Drs. Santika,(021) 8416612,Baik,B
2.0104143E7,SDN Dukuh 09 Pg.,Komp. BHP RT005/RW06,Kramat Jati,289.0,17.0,"Drs. Abdul Hamid, MH. M.Si",(021) 8410421,Baik,A
2.0108557E7,SDN Duren Sawit 01 Pg.,Jl. Kelurahan I,Duren Sawit,334.0,14.0,"SUMARNI,S.Pd,MM",(021) 8626295,Baik,A
2.0108558E7,SDN Duren Sawit 02 Pg.,Jl. Lingkar Timur,Duren Sawit,426.0,16.0,KARSILA,(021) 8601553,Baik,A
2.0108559E7,SDN Duren Sawit 03 Pg.,Jl. Kelurahan I,Duren Sawit,334.0,14.0,"Hj.NURHAYATI,S.Pd,MM",(021) 86600935,Baik,A
2.010856E7,SDN Duren Sawit 05 Pg.,"Komp. IKIP, Jl. Pendidikan IX",Duren Sawit,283.0,15.0,"ETTY MARDIYATI, S.Pd, MM",(021) 8601441,Baik,B
2.0108561E7,SDN Duren Sawit 06 Pg.,Jl. Bulu Perindu Raya No. 1,Duren Sawit,260.0,12.0,Drs. Ujang Subiatun,(021) 8603986,Baik,A
2.0108562E7,SDN Duren Sawit 07 Pg.,Jl. Kav. Agraria,Duren Sawit,436.0,16.0,Endah Astuti,(021) 8628787,Baik,A
2.0108563E7,SDN Duren Sawit 08 Pg.,Jl. Inspeksi Saluran No. 39A,Duren Sawit,437.0,14.0,"SUPENI, S.Pd",(021) 8629139,Banjir,A
2.0108564E7,SDN Duren Sawit 09 Pg.,Jl. Komp. IKIP No. 26,Duren Sawit,271.0,14.0,JUMIAH YANTI IRMAYANTI,(021) 8604890,Padat/Kumuh,B
2.0108565E7,SDN Duren Sawit 10 Pg.,Jl. Madrasah II RT012/RW10,Duren Sawit,240.0,11.0,Dra. DESMIWARTI,(021) 86610288,Baik,B
2.0108568E7,SDN Duren Sawit 13 Pg.,Jl. Lapangan Statistik,Duren Sawit,404.0,13.0,,(021) 8608925,Baik,A
2.0108569E7,SDN Duren Sawit 14 Pg.,Jl. Cilungup II RT09/RW10,Duren Sawit,272.0,15.0,"Emjelina Simarmata, S.Pd",(021) 86605146,Padat/Kumuh,B
2.010857E7,SDN Duren Sawit 15 Pt.,Jl. Buluh Perindu Raya No. 1,Duren Sawit,264.0,12.0,"SUWARSO, S.Pd, M.M",(021) 86604688,Baik,B
2.0108571E7,SDN Duren Sawit 16 Pg.,Jl. Masjid Al Fallah,Duren Sawit,291.0,13.0,"SUTINI M,S.Pd,M.M",(021) 8608041,Baik,B
2.0108572E7,SDN Duren Sawit 17 Pg.,Jl. Masjid Al Fallah,Duren Sawit,231.0,8.0,"Suharyati, S.Pd",(021) 8607705,Baik,A
2.0108573E7,SDN Duren Sawit 18 Pg.,Jl. Lingkar Duren Sawit Timur,Duren Sawit,237.0,12.0,"ETTY MARDIYATI, S.Pd, MM",(021) 8607967,Baik,A
2.0102944E7,SDN Duren Tiga 01 Pg.,Jl. Raya Pasar Minggu No. 100,Pancoran,307.0,16.0,"Ngatini, M.MPd",(021) 7991932,Baik,A
2.0102943E7,SDN Duren Tiga 05 Pg.,"PLN, Jl. Guru Alip",Pancoran,259.0,11.0,HUDRI,(021) 7943231,Baik,A
2.0102956E7,SDN Duren Tiga 07 Pg.,Jl. Duren Tiga Barat,Pancoran,176.0,11.0,N Mimih Kelana,(021) 7945514,Baik,B
2.0102958E7,SDN Duren Tiga 09 Pg.,Jl. TMT Kalibata,Pancoran,265.0,12.0,Drs. Teguh Santosa,(021) 79197758,Baik,A
2.0102971E7,SDN Duren Tiga 10 Pt.,Depan TMPN Kalibata,Pancoran,44.0,6.0,,(021) 79197758,Baik,B
2.010588E7,SDN Duren Tiga 11 Pg.,Jl. Guru Alip,Pancoran,194.0,8.0,"ISWANTI,S.Pd",(021) 7940077,Baik,B
2.0105881E7,SDN Duren Tiga 13 Pg.,Jl. K. H. Ismail No. 121,Pancoran,207.0,11.0,"HJ. MAEMUNAH, S.Pd",(021) 7983061,Banjir,A
2.0105882E7,SDN Duren Tiga 14 Pg.,Jl. Kalibata Utara VI No. 28,Pancoran,161.0,9.0,"Larwa, S.Pd",(021) 7991264,Banjir,B
2.0105883E7,SDN Duren Tiga 15 Pg.,Jl. K. H. Ismail No. 121,Pancoran,154.0,9.0,"HARTINI,S.Pd",(021) 7995344,Banjir,B
2.0105186E7,SDN Duri Kepa 01 Pg.,Jl. Raya Duri Kepa,Kebon Jeruk,214.0,10.0,"SYAMSIDAH,S.Pd",(021) 56949768,Baik,A
2.0105187E7,SDN Duri Kepa 03 Pg.,Jl. Mangga Raya No. 18,Kebon Jeruk,326.0,11.0,Drs. SUPARDI,(021) 56944231,Banjir,B
2.0102127E7,SDN Duri Kepa 04 Pt.,Jl. Mangga Raya RT02/RW03,Kebon Jeruk,28.0,6.0,"Drs. M.Tarmizi, M.Pd (Plh)",(021) 5606246,Baik,A
2.0105188E7,SDN Duri Kepa 05 Pg.,Jl. Mangga XIV RT06/RW04,Kebon Jeruk,292.0,11.0,"H.Usman Gumanti,S.Pd",(021) 91261487,Banjir,A
2.0102125E7,SDN Duri Kepa 06 Pg.,Jl. Mangga XIV,Kebon Jeruk,239.0,9.0,,(021) 98266147,Banjir,A
2.0105189E7,SDN Duri Kepa 07 Pg.,Jl. Ratu Alamanda,Kebon Jeruk,409.0,17.0,ABDUL RAHMAN,(021) 56961406,Padat/Kumuh,A
2.0102122E7,SDN Duri Kepa 08 Pg.,Jl. Ratu Alamanda,Kebon Jeruk,403.0,16.0,Drs.Abdul Rahman,(021) 5653923,Banjir,A
2.010519E7,SDN Duri Kepa 09 Pt.,Jl. Villa Tomang Mas,Kebon Jeruk,144.0,10.0,"Rusna Simarmata, S.Pd.SD",(021) 56964736,Baik,B
2.0105191E7,SDN Duri Kepa 10 Pg.,Jl. Raya Duri Kepa RT01/RW02,Kebon Jeruk,211.0,9.0,DARSONO,(021) 29204697,Baik,A
2.0102119E7,SDN Duri Kepa 11 Pg.,Jl. Raya Duri Kepa,Kebon Jeruk,248.0,10.0,"Suwignyo, S.Pd",(021) 56962745,Baik,A
2.0102118E7,SDN Duri Kepa 12 Pg.,Jl. Raya Duri Kepa,Kebon Jeruk,240.0,11.0,"Suwignyo, S.Pd",(021) 21564834,Baik,B
2.0105192E7,SDN Duri Kepa 13 Pg.,Jl. Villa Tomang Mas RT02/RW010,Kebon Jeruk,325.0,12.0,"H. Supendi, S.Pd",(021) 5633413,Baik,B
2.0102086E7,SDN Duri Kepa 14 Pg.,Jl. Villa Tomang Mas,Kebon Jeruk,312.0,13.0,"Drs. H. M. NURDIN, M.Pd",(021) 5634978,Banjir,B
2.0102085E7,SDN Duri Kepa 16 Pg.,Komp. Green Ville Maesionet RT01/RW09,Kebon Jeruk,288.0,13.0,Drs. Umar,(021) 5642759,Baik,A
2.0105194E7,SDN Duri Kepa 17 Pg.,Komp. Green Ville,Kebon Jeruk,295.0,13.0,"Sumarni, S.Pd",(021) 56940683,Baik,B
2.0102083E7,SDN Duri Kosambi 01 Pg.,Jl. KH. Abd. Hamid RT03/RW03,Cengkareng,332.0,11.0,"JOJOR SIMATUPANG, M.Si",,Baik,A
2.0102082E7,SDN Duri Kosambi 02 Pg.,Jl. Raya Duri Kosambi No.21,Cengkareng,358.0,13.0,"Hj. SRI RAHAYU, S.Pd, M.M",(021) 54399172,Baik,A
2.0102081E7,SDN Duri Kosambi 03 Pt.,Jl. KH. Abd. Hamid,Cengkareng,298.0,11.0,"JOJOR SIMATUPANG, M.Si",,Baik,B
2.010208E7,SDN Duri Kosambi 04 Pg.,Jl. Raya Duri Kosambi,Cengkareng,659.0,21.0,"Buchori, S.Pd.",(021) 54374739,Baik,B
2.0105199E7,SDN Duri Kosambi 05 Pt.,Jl. Raya Duri Kosambi,Cengkareng,374.0,13.0,"Hj. DESNAWATI, S.Pd",(021) 54394295,Baik,A
2.01052E7,SDN Duri Kosambi 06 Pg.,Jl. Pondok Randu Raya,Cengkareng,683.0,23.0,"MARYANI, M.MPd",(021) 54393525,Banjir,A
2.0102077E7,SDN Duri Kosambi 07 Pg.,Jl. Raya Kresek No. 51,Cengkareng,841.0,35.0,"SLAMET, S.Pd",(021) 29024474,Baik,B
2.0102087E7,SDN Duri Kosambi 09 Pg.,Jl. Duri Kosambi Raya Komp. Interkota No. 1,Cengkareng,403.0,18.0,"Hj. IRIANTINI, S. Pd",(021) 5448776,Baik,A
2.010905E7,SDN Duri Kosambi 10 Pg.,Jl. Duri Kosambi Raya Komp. Interkota No. 1,Cengkareng,408.0,19.0,Dra. Hj. Sri Makmuriyati,(021) 54392225,Baik,A
2.0105205E7,SDN Duri Kosambi 11 Pg.,Jl. Duri Kosambi Raya Komp. Interkota No. 1,Cengkareng,341.0,12.0,"ETI, S. Pd",(021) 54393639,Baik,B
2.0104515E7,SDN Duri Pulo 01 Pg.,Jl. Setiakawan III No. 25,Gambir,208.0,10.0,"RETNO DJUMILAH, S.Pd.",(021) 63869033,Padat/Kumuh,B
2.0104516E7,SDN Duri Pulo 02 Pg.,Jl. Setiakawan III No. 25,Gambir,201.0,11.0,Moch. Munir,(021) 6337386,Padat/Kumuh,A
2.0104517E7,SDN Duri Pulo 03 Pg.,Jl. Setiakawan III No. 25,Gambir,231.0,8.0,"Margono, S.Pd",(021) 63854624,Padat/Kumuh,A
2.0104518E7,SDN Duri Pulo 04 Pg.,Jl. Setiakawan III No. 25,Gambir,208.0,9.0,"Margono, S. Pd",(021) 63869017,Padat/Kumuh,B
2.0104519E7,SDN Duri Pulo 05 Pg.,Jl. Setiakawan III No. 25,Gambir,195.0,7.0,,(021) 63869015,Padat/Kumuh,B
2.010452E7,SDN Duri Pulo 06 Pt.,Jl. Setiakawan III No. 25,Gambir,157.0,6.0,ZUBAIDAH THALIB,(021) 63869016,Baik,B
2.0104521E7,SDN Duri Pulo 07 Pg.,Jl. KH. Zainul Arifin No. 71,Gambir,193.0,11.0,"LUSMIATI, S.Pd, M.M",(021) 63867937,Baik,A
2.0104522E7,SDN Duri Pulo 08 Pg.,Jl. Subur Raya No. 16,Gambir,170.0,9.0,"MARIAMAH, S. Pd",(021) 6324423,Baik,B
2.0104523E7,SDN Duri Pulo 09 Pg.,Jl. K.H. Zainul Arifin No. 71,Gambir,191.0,10.0,MARTINI,(021) 63867886,Baik,B
2.0104524E7,SDN Duri Pulo 10 Pg.,Jl. Setiakawan III No. 25,Gambir,204.0,10.0,ZUBAIDAH THALIB,(021) 63869016,Padat/Kumuh,A
2.0105206E7,SDN Duri Utara 01 Pg.,Jl. Duri Utara I No. 1,Tambora,290.0,11.0,"AMIRUDIN HUSIN, S.Pd.MM",(021) 63861041,Padat/Kumuh,A
2.01021E7,SDN Duri Utara 02 Pt.,Jl. Duri Utara I No. 1,Tambora,238.0,11.0,"JONNY SILABAN, S. Pd",(021) 63855791,Padat/Kumuh,A
2.0105208E7,SDN Duri Utara 03 Pg.,Jl. Duri Utara I No. 1,Tambora,294.0,12.0,Drs. DANA HELLI,(021) 6329087,Padat/Kumuh,B
2.0105209E7,SDN Duri Utara 04 Pt.,Jl. Duri Utara I No. 1,Tambora,221.0,9.0,"SUNARSIH, S.Pd",(021) 70246204,Padat/Kumuh,B
2.010521E7,SDN Duri Utara 05 Pg.,Jl. Duri Utara I No. 1,Tambora,293.0,11.0,"YUNIARTI, S.Pd",(021) 63861153,Padat/Kumuh,A
2.0102096E7,SDN Duri Utara 06 Pt.,Jl. Duri Utara I No. 1,Tambora,215.0,10.0,"SITI SUMARNI, S.Pd.SD",(021) 63858974,Padat/Kumuh,B
2.0104525E7,SDN Galur 01 Pg.,Jl. Kampung Rawa Tengah,Johar Baru,510.0,20.0,"Dra. HUZEIFNI, M.Pd",(021) 42879326,Padat/Kumuh,A
2.0104527E7,SDN Galur 03 Pg.,Jl. Kampung Rawa Tengah,Johar Baru,511.0,22.0,"SUPARTINI, S.Pd",(021) 42882846,Padat/Kumuh,A
2.0105884E7,SDN Gandaria Selatan 01 Pg.,Jl. Teladan No. 3,Cilandak,380.0,18.0,"MARYATI, S.Pd.I",(021) 7650010,Baik,B
2.0102967E7,SDN Gandaria Selatan 02 Pt.,Jl. Teladan No. 3,Cilandak,131.0,9.0,"Mimi Herwati, S.Pd",(021) 7666775,Baik,A
2.0105885E7,SDN Gandaria Selatan 03 Pg.,Jl. Madrasah No. 45,Cilandak,180.0,7.0,"SRI HASTUTI, S.Pd",(021) 75911413,Banjir,A
2.0105886E7,SDN Gandaria Selatan 04 Pg.,"Jl. Madrasah No. 45, Gandaria Selatan",Cilandak,170.0,10.0,"BARIYAH, S.Pd",(021) 7667178,Banjir,A
2.0105887E7,SDN Gandaria Utara 01 Pg.,Jl. Gotong Royong II,Kebayoran Baru,181.0,10.0,"MARSUMI,S.Pd",(021) 7228487,Banjir,A
2.0105891E7,SDN Gandaria Utara 03 Pg.,Jl. Hidup Baru IV No. 39,Kebayoran Baru,187.0,10.0,"RETI ROSWATI, S.Pd",(021) 7236342,Baik,B
2.0105892E7,SDN Gandaria Utara 05 Pg.,Jl. Hidup Baru IV No. 39,Kebayoran Baru,204.0,8.0,"FAJAR PRIYONO, S. Pd",(021) 72795605,Baik,B
2.0105894E7,SDN Gandaria Utara 07 Pg.,Jl. Hidup Baru IV,Kebayoran Baru,145.0,9.0,"Rahmadi,S.Pd.,MM",(021) 7231112,Baik,A
2.0105895E7,SDN Gandaria Utara 08 Pg.,Jl. Kamboja No. 4,Kebayoran Baru,237.0,12.0,"SITI RIKHAMAH, S.Pd. MM",(021) 7248354,Baik,A
2.0105896E7,SDN Gandaria Utara 11 Pg.,Jl. BRI Radio Dalam,Kebayoran Baru,178.0,10.0,"Sukini, S.Pd",(021) 7260876,Banjir,B
2.0105897E7,SDN Gandaria Utara 13 Pg.,Jl. BRI Pasar Inpres Radio Dalam No. 1,Kebayoran Baru,107.0,9.0,GENUK WAHYUNI,(021) 7230648,Banjir,B
2.0108821E7,SDN Gedong 01 Pg.,Jl. Trikora No. 67,Pasar Rebo,307.0,11.0,"Rustam,S.Pd",(021) 8415931,Baik,A
2.0109023E7,SDN Gedong 02 Pt.,Jl. Trikora I No. 67,Pasar Rebo,145.0,8.0,,(021) 87781107,Baik,B
2.010911E7,SDN Gedong 03 Pg.,Jl. Raya Condet,Pasar Rebo,281.0,12.0,"Anang Mulyana, S.Pd",(021) 8414345,Baik,A
2.0108705E7,SDN Gedong 04 Pg,Jl. Raya Condet,Pasar Rebo,246.0,12.0,"Asto Hutapea, MM",(021) 8414323,Baik,B
2.0108822E7,SDN Gedong 05 Pg.,Jl. Surilang No. 8,Pasar Rebo,271.0,12.0,"UUN KURNIATI, S.Pd",(021) 87799407,Banjir,A
2.0108823E7,SDN Gedong 06 Pg.,Jl. Raya Condet RT012/RW03,Pasar Rebo,388.0,17.0,Drs.H.CIPTO RAHARJO,(021) 87792711,Baik,B
2.0108995E7,SDN Gedong 07 Pg.,Jl. Surilang No. 9,Pasar Rebo,276.0,12.0,"UUN KURNIATI, S.Pd",(021) 8415282,Banjir,A
2.0109024E7,SDN Gedong 08 Pg.,Jl. Trikora No. 74,Pasar Rebo,527.0,23.0,Drs. Yono Sugiharyanto,(021) 8414072,Baik,A
2.0108824E7,SDN Gedong 10 Pg.,Jl. Taiman Barat II No. 8,Pasar Rebo,387.0,14.0,"Dr. Rotua Siregar, SH.,MH",(021) 87792445,Baik,A
2.0108996E7,SDN Gedong 11 Pg.,Jl. H. Taiman Barat II,Pasar Rebo,269.0,13.0,"Dra. Hj. Sufiati, MM",(021) 87792538,Banjir,A
2.0108994E7,SDN Gedong 12 Pg.,Jl. Raya Condet,Pasar Rebo,459.0,20.0,"KAMSIDAH, S.Pd.",(021) 87792125,Baik,A
2.010453E7,SDN Gondangdia 03 Pg.,Jl. Probolinggo No. 20,Menteng,257.0,13.0,"KASIBIN, MM",(021) 3157588,Baik,A
2.0104532E7,SDN Gondangdia 05 Pg.,Jl. Probolinggo No. 20,Menteng,164.0,11.0,"RAHMAT,S.Pd",(021) 3926426,Baik,B
2.0105212E7,SDN Grogol 01 Pg.,Jl. Dr. Semeru Raya VII Blok J,Grogol Petamburan,207.0,11.0,SETIANINGSIH,(021) 5607924,Padat/Kumuh,A
2.0102092E7,SDN Grogol 03 Pg.,Jl. Dr. Semeru Raya Gg. VII Blok J No. 1,Grogol Petamburan,250.0,12.0,BETTY TRISTIANA,(021) 56964572,Padat/Kumuh,B
2.0105213E7,SDN Grogol 05 Pg.,Jl. Dr. Semeru Raya No. 1,Grogol Petamburan,194.0,10.0,SAHRUL. S.Pd.MM,(021) 56942550,Baik,A
2.0102075E7,SDN Grogol 07 Pg.,Jl. Dr. Semeru Raya No. 1,Grogol Petamburan,211.0,9.0,"MARDI, S.Pd",(021) 56942533,Padat/Kumuh,A
2.0101963E7,SDN Grogol 09 Pg.,Jl. Dr. Semeru Raya No. 1,Grogol Petamburan,,10.0,"MARDI, S.Pd",(021) 56965918,Baik,A
2.0105215E7,SDN Grogol 11 Pg.,Jl. Rawa Bahagia I No. 30,Grogol Petamburan,301.0,12.0,"MIANA GULTOM, S.Pd",(021) 56962638,Padat/Kumuh,A
2.0105898E7,SDN Grogol Selatan 01 Pg.,Jl. Raya Kebayoran Lama,Kebayoran Lama,338.0,18.0,WIYONO.S.Pd.M.S.i,(021) 7210035,Baik,A
2.0105899E7,SDN Grogol Selatan 02 Pt.,Jl. Raya Kebayoran Lama No. 60,Kebayoran Lama,165.0,11.0,"RASIMAN, S. Pd",(021) 7394968,Baik,B
2.0102959E7,SDN Grogol Selatan 03 Pg.,Jl. Raya Kebayoran Lama,Kebayoran Lama,320.0,12.0,"HARIYASIH, S.Pd, M.SI",(021) 7254754,Baik,A
2.0102942E7,SDN Grogol Selatan 04 Pt.,Jl. Raya Kebayoran Lama No. 60,Kebayoran Lama,237.0,12.0,"Tarni, S.Pd",(021) 7203172,Baik,B
2.01059E7,SDN Grogol Selatan 05 Pg.,Jl. Kubur Islam,Kebayoran Lama,258.0,10.0,SRI RAHAYU PUJI ASTUTI,(021) 72798657,Baik,A
2.0102924E7,SDN Grogol Selatan 06 Pt.,Jl. Kubur Islam,Kebayoran Lama,157.0,11.0,Dra. Salwah,(021) 7263035,Baik,B
2.0102923E7,SDN Grogol Selatan 07 Pg.,Jl. Kubur Islam,Kebayoran Lama,283.0,11.0,"Drs.Supriyanta,M.Pd",(021) 72798656,Baik,A
2.0102742E7,SDN Grogol Selatan 08 Pg.,Jl. Mesjid An Nur III,Kebayoran Lama,272.0,11.0,"Drs. JUMINTO, MM",(021) 7230787,Baik,A
2.0102921E7,SDN Grogol Selatan 09 Pg.,"Jl. Panjang No. 99B, Cidodol",Kebayoran Lama,245.0,13.0,SUNARDI,(021) 7248214,Baik,A
2.010292E7,SDN Grogol Selatan 10 Pg.,"Jl. Panjang No. 99B, Cidodol",Kebayoran Lama,227.0,11.0,"Dra. Hj. ESTI RIYANI, M.Si",(021) 7267227,Baik,B
2.0105902E7,SDN Grogol Selatan 11 Pt.,Jl. Kubur Islam No.22,Kebayoran Lama,184.0,10.0,"WIYONO, S.Pd. M.Si",(021) 7265643,Baik,B
2.0105903E7,SDN Grogol Selatan 12 Pt.,Jl. Mesjid An Nur,Kebayoran Lama,143.0,11.0,"HAMIDAH, S.Pd",(021) 72798672,Banjir,A
2.0105904E7,SDN Grogol Selatan 13 Pg.,Jl. Komp. Hamkan Cidodol,Kebayoran Lama,263.0,14.0,"Heru Suryanto,S.Pd",(021) 72795543,Baik,A
2.0102916E7,SDN Grogol Selatan 14 Pg.,Jl. Komp. Hamkan Cidodol,Kebayoran Lama,278.0,13.0,"Cicih Sulastri, S.Pd",(021) 72795642,Baik,A
2.0102915E7,SDN Grogol Selatan 15 Pt.,"Jl. Panjang, Cidodol",Kebayoran Lama,145.0,9.0,"HASANUDIN, S.Pd",(021) 7230235,Padat/Kumuh,A
2.0102914E7,SDN Grogol Selatan 16 Pt.,"Jl. Panjang, Cidodol",Kebayoran Lama,133.0,10.0,Drs. YASAN IDUP,(021) 7230473,Padat/Kumuh,B
2.0105906E7,SDN Grogol Selatan 17 Pg.,Jl. Mesjid Cidodol,Kebayoran Lama,257.0,12.0,"Hj.SITI YUNARIAH,S.Pd",(021) 7232730,Padat/Kumuh,A
2.0102912E7,SDN Grogol Selatan 18 Pg.,Jl. Masjid Cidodol,Kebayoran Lama,232.0,9.0,"SUNARMI, S.Pd.",(021) 72793746,Baik,A
2.0105907E7,SDN Grogol Utara 01 Pg.,Jl. Patal Senayan No. 49,Kebayoran Lama,177.0,8.0,"Dra. Sumarmi, M. Pd",(021) 57992831,Baik,A
2.0105908E7,SDN Grogol Utara 02 Pt.,Jl. Patal Senayan No. 49,Kebayoran Lama,101.0,9.0,"DJUNAEDI ,S.Pd",(021) 57952646,Padat/Kumuh,B
2.0105909E7,SDN Grogol Utara 03 Pg.,Jl. Kby. Lama Pos Pengumben,Kebayoran Lama,301.0,13.0,"ENTAM RUSTAMAH, S.Pd",(021) 5360724,Baik,A
2.010591E7,SDN Grogol Utara 04 Pt.,Jl. Kby. Lama Pos Pengumben,Kebayoran Lama,181.0,11.0,SUYANTO,(021) 53652916,Baik,B
2.010627E7,SDN Grogol Utara 05 Pg.,Jl. Masjid Nur No. 33,Kebayoran Lama,224.0,10.0,"SRI RAHAYU PUJI ASTUTI, M.Si.",(021) 53651885,Baik,B
2.0105912E7,SDN Grogol Utara 07 Pg.,Jl. Patal Senayan No. 49,Kebayoran Lama,167.0,8.0,OOM HOTIMAH,(021) 5722590,Baik,B
2.0105913E7,SDN Grogol Utara 09 Pg.,Jl. Kemandoran I,Kebayoran Lama,281.0,10.0,"Dra. Hj. N. IPAH. RS, M.Pd.",(021) 5362217,Banjir,B
2.0102936E7,SDN Grogol Utara 10 Pg.,Jl. Kemandoran I No. 40,Kebayoran Lama,229.0,11.0,"RETNO PURWANINGSIH, S.Pd",(021) 5362753,Banjir,B
2.0105914E7,SDN Grogol Utara 11 Pt.,Jl. Kemandoran I,Kebayoran Lama,209.0,11.0,"Darwani, S.Pd",(021) 53676483,Banjir,B
2.0105915E7,SDN Grogol Utara 12 Pg.,"Jl. Raya Kebayoran Lama, Pos Pengumben",Kebayoran Lama,362.0,15.0,SURACHMAN,(021) 5363630,Baik,A
2.0105916E7,SDN Grogol Utara 13 Pg.,Jl. Kemandoran VIII,Kebayoran Lama,273.0,12.0,"SUTIYONO, M.PD",(021) 5361930,Padat/Kumuh,A
2.0105917E7,SDN Grogol Utara 14 Pt.,Jl. Kemandoran I,Kebayoran Lama,157.0,10.0,"Hj. Sri Farhati, S.Pd",(021) 5362753,Banjir,B
2.0105918E7,SDN Grogol Utara 15 Pt.,Jl. Kby. Lama Pos Pengumben,Kebayoran Lama,141.0,11.0,"SUKOTO, S.Pd",(021) 53652168,Baik,B
2.0105919E7,SDN Grogol Utara 16 Pg.,Jl. Kemandoran I No. 65,Kebayoran Lama,295.0,12.0,"H.SUTARYO,M.SI",(021) 5331959,Padat/Kumuh,A
2.0102929E7,SDN Grogol Utara 17 Pg.,Jl. Kemandoran I No. 65,Kebayoran Lama,286.0,12.0,"SUKOTO,S.Pd",(021) 5359288,Baik,A
2.0105921E7,SDN Guntur 01 Pg.,Jl. Sumbing No. 30,Setia Budi,230.0,11.0,"ELLY INDAHWATI, S.Pd",(021) 8315625,Baik,B
2.0105922E7,SDN Guntur 03 Pg.,Jl. Halimun No. 2B,Setia Budi,467.0,18.0,"Drs. IDRIS FADILAH, MMPd",(021) 8318021,Baik,A
